pseudoid,weightNet,vacuumed,quantum,quantumUnit,geometry,height,density,massInJar,massInJarTare,massInJarGross,dryWeightNet,dryWeightPercent,totalVaporizationAmount,totalVaporizationVolume,ashWeightNet,amountToAshing,ashConcentration,SrCarrierConcentration,SrCarrierVolume,sievedOrganicWeight,sievedRocksWeight,sievedDryWeight
71148,,1,0.1199,kg,g-2,26,1.07,119.9,27.1,147,,,,,,,,,,,,
64437,,1,0.1806,kg,g-2,26,1.62,180.6,27.2,207.8,,,,,,,,,,,,
59055,1598.22,0,1.59231,kg_tp,g-3,20,0.62,17.29,12.06,29.35,410.22,25.67,,,17.33999999999999,410.22,4.23,,,,,
51730,1506.06,0,1.46017,kg_tp,g-3,18,0.57,14.26,12.03,26.29,387.05999999999995,25.7,,,14.719999999999999,387.06,3.8,,,,,
62429,1652.47,0,1.623,kg_tp,g-3,19,0.59,15.63,11.87,27.5,407.06999999999994,24.63,,,15.659999999999997,400.77,3.91,,,,,
76003,1498.16,0,1.49692,kg_tp,g-3,20,0.66,18.17,11.96,30.13,453.46000000000004,30.27,,,18.129999999999995,451.73,4.01,,,,,
50644,1603.91,0,1.58086,kg_tp,g-3,18,0.65,16.28,11.92,28.2,416.1099999999999,25.94,,,16.30000000000001,410.44,3.97,,,,,
67363,,0,1.15,litra,g-3,8,0.46,5.12,11.9,17.02,,,1145.26,,5.119999999999976,50.19,10.2,,,,,
73524,1416.8,0,1.3903,kg_tp,g-3,16,0.69,15.23,12.04,27.27,352,24.84,,,15.329999999999984,347.91,4.41,,,,,
53966,1725.65,0,1.7129,kg_tp,g-3,20,0.61,16.97,12.07,29.04,445.25,25.8,,,17.03,442.97,3.84,,,,,
60728,1963.49,0,1.93461,kg_tp,g-3,19,0.67,17.65,12.11,29.76,380.3900000000001,19.37,,,17.669999999999987,375.4,4.71,,,,,
60919,1448.64,0,1.75217,kg_tp,g-3,20,0.59,16.32,12.09,28.41,342.4399999999998,23.64,,,16.340000000000003,414.35,3.94,,,,,
72320,,0,0.63,litra,g-3,3,0.55,2.3,12.11,14.41,,,634.92,,2.390000000000015,30.33,7.88,,,,,
67293,,1,0.1806,kg,g-2,26,1.62,180.6,27.2,207.8,,,,,,,,,,,,
69744,,1,0.00424,kg_kp,g-3,26,0.12,4.24,11,15.24,,,,,,,,,,,,
65939,,1,0.00594,kg_kp,g-3,26,0.16,5.94,11.12,17.06,,,,,,,,,,,,
70785,,1,0.01619,kg_kp,g-2,26,0.14,16.19,26.9,43.09,,,,,,,,,,,,
76242,1612.77,0,1.61101,kg_tp,g-3,17,0.6,14.17,12.15,26.32,420.8699999999999,26.1,,,14.170000000000016,420.76,3.37,,,,,
76685,1443.15,0,1.43978,kg_tp,g-3,18,0.65,16.24,12.1,28.34,376.8499999999999,26.11,,,16.25999999999999,376.61,4.32,,,,,
74015,1464.88,0,1.44811,kg_tp,g-3,12,0.86,14.33,12.05,26.38,377.48,25.77,,,14.330000000000013,373.54,3.84,,,,,
59299,1543.28,0,1.52227,kg_tp,g-3,19,0.64,16.9,11.91,28.81,485.3800000000001,31.45,,,16.909999999999997,478.62,3.53,,,,,
55080,1493.08,0,1.47254,kg_tp,g-3,19,0.6,15.7,12.02,27.72,365.8800000000001,24.51,,,15.740000000000009,361.88,4.35,,,,,
78080,,0,29547.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52499,,0,2731.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
70380,,0,29095.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
52025,,0,3050.7,m^3,g-7,0,1,,,,,,,,,,,,,,,
60732,,0,0.6071,kg,g-1,30,1.12,607.1,136.4,743.5,,,,,,,,,,,,
66576,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
70112,,0,1,kg,g-1,1,1,,,,,,,,,,,,,,,
70020,,0,1,kg,g-3,1,1,,,,,,,,,,,,,,,
59026,,0,0.01783,kg_kp,g-3,25,0.51,17.83,11.92,29.75,,,,,,,,,,,,
65661,,0,12936,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
70854,,0,12936,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
76211,,0,18264,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
57150,,0,18264,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
68710,,0,1,laaduton,g-3,1,1,,,,,,,,,,,,,,,
60388,,0,0.0829,kg,g-1,30,0.15,82.9,138.2,221.1,,,,,,,,,,,,
76607,,1,0.022,kg,g-2,26,0.2,22,27.2,49.2,,,,,,,,,,,,
80325,218.8,0,0.21321,kg_tp,g-3,18,0.61,15.33,12.04,27.37,15.730000000000018,7.19,,,,,,,,,,
80356,229.24,0,0.17986,kg_tp,g-3,25,0.61,21.08,12.09,33.17,26.86999999999989,11.72,,,,,,,,,,
80104,193.1,0,0.17406,kg_tp,g-3,13,0.69,12.48,12.03,24.51,13.850000000000023,7.17,,,,,,,,,,
78742,199.18,0,0.20603,kg_tp,g-3,19,0.71,18.79,12.13,30.92,18.159999999999968,9.12,,,,,,,,,,
72721,234.69,0,0.21542,kg_tp,g-3,13,0.8,14.39,12.03,26.42,15.680000000000064,6.68,,,,,,,,,,
77073,,0,0.36121,kg_kp,g-1,30,0.67,361.21,135.59,496.8,,,,,,,,,,,,
55881,,0,1,kg,g-1,30,0.25,,133,133,,,,,,,,,,,,
59615,,0,0.01223,kg_kp,g-3,12,0.74,12.23,10.97,23.2,12.29000000000002,,,,,,,,,,,
80374,,0,0.01434,kg_kp,g-3,16,0.65,14.34,10.97,25.31,14.389999999999986,,,,,,,,,,,
51684,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
61357,85.54,1,0.02128,kg,g-3,26,0.59,,,,21.28,24.88,,,,,,,,,,
64259,,0,0.0005026,,g-1,30,0.93,502.6,,,,,,,,,,,,,,
68224,,0,,,,,,,,,,,,,,,,,,,,
69683,,0,2,litra,g-3,20,1,,,,,,,,,,,,,,,
50863,1232.8,0,0.8736,kg,g-1,30,1.61,873.6,132.4,1006,1177.4,95.51,,,,,,,,,,
55391,946.9,0,0.8079,kg,g-1,30,1.49,807.9,132.9,940.8,874.9999999999999,92.41,,,,,,,,,,
74174,,0,1,laaduton,g-2,26,1,,,,,,,,,,,,,,,
62655,,0,0.004973,m^3,g-3,2,1.79,4.973,11.244,16.2168,,,7502,,,,,,,,,
71372,,0,,,,,,,,,,,,,,,,,,,,
57230,,0,,,,,,,,,,,,,,,,,,,,
68929,,0,0.044964,m^3,g-2,10,1.05,44.964,26.9782,71.9426,,,9430,,,,,,,,,
72470,,0,0.0005026,,g-1,30,0.93,502.6,,,,,,,,,,,,,,
74652,,0,0.0005026,,g-1,30,0.93,502.6,,,,,,,,,,,,,,
75375,,0,1,m^2,g-3,1,1,,,,,,76410,,,,,1,2.5,,,
54217,,0,28308.1,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
65812,,0,3181.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
59204,,0,29143.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
80264,,0,2982.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
78551,,0,,,,,,,,,,,,,,,,,,,,
50927,,1,0.14866,kg,g-2,26,1.33,148.662,26.905,175.5668,,,,,,,,,,,,
61336,,1,0.11466,kg,g-2,26,1.03,114.663,26.9768,141.6398,,,,,,,,,,,,
72780,,0,0.004716,m^3,g-1,30,1,,,,,,4716,,,,,,,,,
73800,,0,0.032684,m^3,g-1,30,1,,,,,,32684,,,,,,,,,
51280,36.9,0,0.03523,kg_kp,g-2,21,0.39,35.23,26.87,62.1,35,94.85,,,,,,,,,,
51598,1031.9,0,0.8922,kg,g-1,30,1.65,892.2,136.9,1029.1,1001.5000000000001,97.05,,,,,,,,,,
54199,1383.4,0,0.8209,kg,g-1,30,1.52,820.9,137.5,958.4,1310.4,94.72,,,,,,,,,,
66047,1283.3,0,0.945,kg,g-1,30,1.75,945,136.4,1081.4,1245.1,97.02,,,,,,,,,,
56383,270.52,0,0.10335,kg_tp,g-3,25,0.81,28.05,12.14,40.19,73.41999999999996,27.14,,,,,,,,,,
64503,456,0,0.11871,kg_tp,g-3,25,0.84,29.19,12.01,41.2,112.15000000000009,24.59,,,,,,,,,,
72706,390.81,0,0.10515,kg_tp,g-3,25,0.85,29.41,12.03,41.44,109.32000000000005,27.97,,,,,,,,,,
58264,513.45,0,0.11015,kg_tp,g-3,25,0.82,28.53,11.96,40.49,133,25.9,,,,,,,,,,
54008,348.58,0,0.10283,kg_tp,g-3,25,0.86,29.81,12.12,41.93,101.04000000000008,28.99,,,,,,,,,,
69840,,0,2.53763,litra,g-3,25,0.55,18.88,12.1,30.98,,,,4,29.779999999999987,,,,,,,
52369,,0,2.50806,litra,g-3,25,0.54,18.66,12.12,30.78,,,,4,29.75,,,,,,,
63904,,0,0.25805,kg,g-1,30,0.48,258.05,136.13,394.18,,,,,,,,,,,,
50897,,0,0.21937,kg,g-1,30,0.41,219.37,132.86,352.23,,,,,,,,,,,,
74339,,0,17391,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76805,,0,17391,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
80190,,0,20433,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
59268,,0,20433,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70012,,0,2.77378,litra,g-3,25,0.62,21.58,12.05,33.63,,,,4,31.129999999999995,,,,,,,
70554,,0,2.74801,litra,g-3,25,0.6,20.72,12.04,32.76,,,,4,30.140000000000015,,,,,,,
61966,,0,0.26562,kg_kp,g-1,30,0.49,265.62,176.03,441.65,,,,,,,,,,,,
78710,,0,0.04421,kg_kp,g-2,23,0.45,44.21,26.94,71.15,44.099999999999994,,,,,,,,,,,
65651,,0,0.029092,m^3,g-3,4,1,,,,,,29092,,,,,1,22.5,,,
73072,,0,,,,,,,,,,,,,,,,,,,,
75482,,0,2.35067,litra,g-3,25,0.51,17.63,12.03,29.66,,,,4,30.03,,,,,,,
65347,34.7,0,0.03308,kg_kp,g-2,20,0.38,33.08,26.93,60.01,33.200000000000045,95.68,,,,,,,,,,
50551,27.5,0,0.02576,kg_kp,g-2,13,0.46,25.76,26.88,52.64,25.899999999999977,94.18,,,,,,,,,,
68062,5.67,0,0.00514,kg_kp,g-3,8,0.46,5.14,10.98,16.12,5.309999999999945,93.65,,,,,,,,,,
77045,19.8,0,0.01838,kg_kp,g-2,10,0.43,18.38,26.87,45.25,18.700000000000045,94.44,,,,,,,,,,
69639,21.2,0,0.01949,kg_kp,g-2,12,0.38,19.49,26.86,46.35,19.899999999999977,93.87,,,,,,,,,,
66976,23.25,0,0.01919,kg_kp,g-2,26,0.17,19.19,26.87,46.06,21.74000000000001,93.51,,,,,,,,,,
76006,24.4,0,0.02155,kg_kp,g-2,26,0.19,21.55,26.87,48.42,22.799999999999955,93.44,,,,,,,,,,
67666,2221.55,0,0.44805,kg_kp,g-1,30,0.83,448.05,137.14,585.19,1949.75,87.77,,,,,,,,,,
60249,1031.8,0,0.32748,kg_kp,g-1,30,0.61,327.48,136.97,464.45,894,86.64,,,,,,,,,,
78975,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
72042,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
73126,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
68768,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
74357,,0,1,laaduton,g-2,1,1,,,,,,,,,,,,,,,
63085,,0,2.428,litra,g-3,25,0.53,18.21,12.05,30.26,,,,4,29.99000000000001,,,,,,,
67272,82.25,1,0.01263,kg_kp,g-3,26,0.35,12.63,11.01,23.64,38.64,46.98,,,,,,,,8.75,,38.98
66511,1055.51,1,0.0831,kg_kp,g-2,26,0.74,83.1,26.96,110.06,683.98,64.8,,,,,,,,13.95,15.12,683.98
50030,3051.96,1,0.16545,kg_kp,g-2,26,1.48,165.45,26.97,192.42,2515.7599999999998,82.43,,,,,,,,18.26,380.12,2515.76
62080,1307.21,1,0.16649,kg_kp,g-2,26,1.49,166.49,26.96,193.45,1070.43,81.89,,,,,,,,,197.51,1070.43
79355,,0,0.03108,m^3,g-3,1,0.62,0.86,11.34,12.2,,,31080,,,,,10,3,,,
68565,,0,0.02878,m^3,g-3,4,0.45,2.5,11.14,13.64,,,28780,,,,,10,3,,,
54610,,0,0.03244,m^3,g-3,2,0.54,1.5,11.8,13.3,,,32440,,,,,10,3,,,
78730,,0,0.03252,m^3,g-3,1,0.54,0.75,11.67,12.42,,,32520,,,,,10,3,,,
57079,,0,0.07,m^2,g-3,1,0.16,0.22,11.01,11.23,,,,,,,,,,,,
60692,,0,0.07,m^2,g-3,1,0.13,0.18,11.67,11.85,,,,,,,,,,,,
51267,,0,0.07,m^2,g-3,1,0.12,0.16,11.14,11.3,,,,,,,,,,,,
55285,,0,0.07,m^2,g-3,2,0.38,1.06,11.02,12.08,,,,,,,,,,,,
72425,,0,0.07,m^2,g-3,1,0.14,0.2,11.67,11.87,,,,,,,,,,,,
53951,,0,0.07,m^2,g-3,1,0.25,0.35,11.8,12.15,,,,,,,,,,,,
64005,,0,0.07,m^2,g-3,1,0.11,0.15,11.01,11.16,,,,,,,,,,,,
77480,,0,0.07,m^2,g-3,1,0.16,0.22,11.13,11.35,,,,,,,,,,,,
68867,,0,0.8575,kg,g-1,30,1.59,857.5,135.7,993.2,,,,,,,,,,,,
64448,,0,0.8786,kg,g-1,30,1.62,878.6,135.8,1014.4,,,,,,,,,,,,
65793,,0,29569.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
55101,,0,2751.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
58517,,0,29418.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
77330,,0,2832.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
69004,1949.75,0,0.44805,,g-1,30,0.83,448.05,,,1949.75,100,,,,,,,,,,
62803,,0,0.005503,m^3,g-3,2,1.13,3.124,11.7778,14.9014,,,5503,,,,,,,,,
57063,,0,0.011619,m^3,g-3,3,1.06,4.393,11.7927,16.1853,,,11618,,,,,,,,,
75139,,0,0.017704,m^3,g-3,16,1.14,25.207,11.6737,36.881,,,17704,,,,,,,,,
64973,,0,0.013172,m^3,g-3,8,1.18,13.122,11.7888,24.9105,,,13172,,,,,,,,,
77999,,0,0.8435,kg,g-1,30,1.56,843.5,132.7,976.2,,,,,,,,,,,,
72576,,0,0.8712,kg,g-1,30,1.61,871.2,132.3,1003.5,,,,,,,,,,,,
78567,1237.6,0,0.8328,kg,g-1,30,1.54,832.8,136.2,969,1192.8,96.38,,,,,,,,,,
63846,,0,13272,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
64251,,0,13272,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
79774,,0,18456,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
63968,,0,18456,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
70316,,0,0.5,m^2,g-3,20,0.57,15.69,11.8,27.49,,,,,,,,,,,,
57172,,0,0.5,m^2,g-3,1,0.19,0.27,11.15,11.42,,,4740,,,,,3.33,5,,,
55870,,0,,,,,,,,,,,,,,,,,,,,
57711,,0,,,,,,,,,,,,,,,,,,,,
71030,,0,,,,,,,,,,,7240,,,,,3.33,0.75,,,
70347,,0,,,,,,,,,,,6520,,,,,3.33,0.75,,,
57897,,0,,,,,,,,,,,6280,,,,,3.33,1.5,,,
59352,,0,,,,,,,,,,,4640,,,,,3.33,0.75,,,
72967,,0,,,,,,,,,,,2720,,,,,3.33,0.75,,,
75131,,0,,,,,,,,,,,2220,,,,,3.33,0.75,,,
76289,,0,,,,,,,,,,,5000,,,,,3.33,0.75,,,
75196,,0,,,,,,,,,,,5260,,,,,3.33,0.75,,,
66510,,0,0.03024,m^3,g-1,30,1,,,,,,30240,,,,,,,,,
56909,,0,,,,,,,,,,,,,,,,,,,,
53943,,0,1,m^2,g-3,1,1,,,,,,67650,,,,,1,2.5,,,
59228,,0,1,m^2,g-3,1,1,,,,,,71990,,,,,1,2.5,,,
59844,,0,2.66066,litra,g-3,25,0.55,19.21,12.14,31.35,,,,5,36.079999999999984,,,,,,,
63784,,0,2.43593,litra,g-3,25,0.53,18.44,12.05,30.49,,,,5,37.859999999999985,,,,,,,
52413,,0,2.91968,litra,g-3,25,0.63,21.81,12.07,33.88,,,,5,37.360000000000014,,,,,,,
59817,514.32,0,0.28282,kg_tp,g-2,26,0.7,78.54,27.01,105.55,142.82000000000016,27.77,,,,,,,,,,
78153,740.18,0,0.27299,kg_tp,g-2,26,0.81,90.66,27.12,117.78,245.7800000000002,33.21,,,,,,,,,,
69274,282.32,0,0.11282,kg_tp,g-3,25,0.8,27.8,12.03,39.83,69.54999999999995,24.64,,,,,,,,,,
61703,295.18,0,0.104,kg_tp,g-3,25,0.77,26.52,12.12,38.64,75.26999999999998,25.5,,,,,,,,,,
50605,269.22,0,0.10044,kg_tp,g-3,25,0.73,25.19,12.06,37.25,67.52999999999997,25.08,,,,,,,,,,
79497,213.72,0,0.10391,kg_tp,g-3,25,0.74,25.77,12.12,37.89,53,24.8,,,,,,,,,,
72899,,0,0.8189,kg,g-1,30,1.51,818.9,132.9,951.8,,,,,,,,,,,,
75721,,1,0.185,kg,g-2,26,1.65,185,27.2,212.2,,,,,,,,,,,,
79286,,1,0.1948,kg,g-2,26,1.74,194.8,27.1,221.9,,,,,,,,,,,,
57914,355.53,1,0.02162,kg_kp,g-2,26,0.19,21.62,27.01,48.63,70.97,19.96,,,,,,,,20.09,,70.97
63160,1177.72,1,0.03247,kg_kp,g-2,26,0.29,32.47,26.87,59.34,223.37,18.97,,,,,,,,7.15,,223.37
61245,1408.86,1,0.02889,kg_kp,g-2,26,0.26,28.89,26.86,55.75,231.07,16.4,,,,,,,,4.07,,231.07
66431,1338.28,1,0.02468,kg_kp,g-2,26,0.22,24.68,26.85,51.53,209.82999999999998,15.68,,,,,,,,12.72,,209.83
68023,,0,0.293,kg_kp,g-1,30,0.54,293,136.6,429.6,,,,,,,,,,,,
59923,,0,0.8127,kg,g-1,30,1.5,812.7,132.4,945.1,,,,,,,,,,,,
76279,,0,0.8437,kg,g-1,30,1.56,843.7,136.1,979.8,,,,,,,,,,,,
59480,,0,0.8349,kg,g-1,30,1.54,834.9,132.5,967.4,,,,,,,,,,,,
79923,,0,0.8423,kg,g-1,30,1.56,842.3,132.9,975.2,,,,,,,,,,,,
79183,,0,0.8744,kg,g-1,30,1.62,874.4,136.9,1011.3,,,,,,,,,,,,
75391,,1,0.1784,kg,g-2,26,1.6,178.4,27.1,205.5,,,,,,,,,,,,
58748,,1,0.1784,kg,g-2,26,1.6,178.4,27.2,205.6,,,,,,,,,,,,
78900,,0,28247.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
76144,,0,3185.5,m^3,g-7,0,1,,,,,,,,,,,,,,,
63315,,0,29760.4,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
68726,,0,2799.2,m^3,g-7,0,1,,,,,,,,,,,,,,,
72912,,0,0.0439,m^3,g-1,30,1,,,,,,43900,,,,,,,,,
77521,,0,,,,,,,,,,,,,,,,,,,,
57581,,0,0.031245,m^3,g-3,18,1.25,31.245,11.903,43.1477,,,44090,,,,,,,,,
60542,,0,0.788701,kg,g-1,30,1.46,788.7,132.8,921.5,,,,,,,,,,,,
72207,,1,0.1873,kg,g-2,26,1.67,187.3,27.1,214.4,,,,,,,,,,,,
63680,210.44,0,0.20543,kg_tp,g-3,15,0.76,15.88,12.06,27.94,16.269999999999982,7.73,,,,,,,,,,
63395,206.79,0,0.19867,kg_tp,g-3,14,0.77,14.92,12.1,27.02,15.519999999999982,7.51,,,,,,,,,,
75884,131.94,0,0.1256,kg_tp,g-3,14,0.62,12.02,12.08,24.1,12.629999999999995,9.57,,,,,,,,,,
77831,326.06,0,0.29521,kg_tp,g-3,25,0.91,31.41,12.04,43.45,34.700000000000045,10.64,,,,,,,,,,
50150,375.83,0,0.31517,kg_tp,g-3,25,0.88,30.54,12.12,42.66,36.39999999999998,9.69,,,,,,,,,,
59439,397.42,0,0.10149,kg_tp,g-3,25,0.79,27.2,11.88,39.08,106.51999999999998,26.8,,,,,,,,,,
65815,618.58,0,0.1075,kg_tp,g-3,25,0.82,28.51,12.04,40.55,164.02999999999997,26.52,,,,,,,,,,
70396,437.42,0,0.09601,kg_tp,g-3,25,0.79,27.4,12.03,39.43,124.84000000000003,28.54,,,,,,,,,,
73485,1121.3,0,0.8321,kg,g-1,30,1.54,832.1,139.3,971.4,1091.5,97.34,,,,,,,,,,
75528,1340.6,0,0.8869,kg,g-1,30,1.64,886.9,136.7,1023.6,1310.9,97.78,,,,,,,,,,
76579,,0,0.8672,kg,g-1,30,1.6,867.2,136.6,1003.8,,,,,,,,,,,,
67234,,1,0.181,kg,g-2,26,1.62,181,27.1,208.1,,,,,,,,,,,,
59620,,1,0.1819,kg,g-2,26,1.63,181.9,27.2,209.1,,,,,,,,,,,,
77021,,1,0.1917,kg,g-2,26,1.71,191.7,27.1,218.8,,,,,,,,,,,,
64072,235.68,1,0.08366,kg_kp,g-2,26,0.75,83.66,26.94,110.6,178.54999999999998,75.76,,,,,,,,4.83,,178.55
70079,1643.85,1,0.13318,kg_kp,g-2,26,1.19,133.18,26.85,160.03,1428.25,86.88,,,,,,,,4.5,30.91,1428.25
77361,1888.27,1,0.14649,kg_kp,g-2,26,1.31,146.49,26.88,173.37,1666.27,88.24,,,,,,,,6.78,30.13,1666.27
65108,2994.34,1,0.16012,kg_kp,g-2,26,1.43,160.12,26.89,187.01,2642.14,88.24,,,,,,,,5.23,10.98,2642.14
64964,,0,30368.5,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
51840,,0,2835.8,m^3,g-7,0,1,,,,,,,,,,,,,,,
75773,,0,28787.2,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50366,,0,2843.9,m^3,g-7,0,1,,,,,,,,,,,,,,,
66666,,0,0.01966,kg_kp,g-3,23,0.62,19.66,11,30.66,,,,,,,,,,,,
70872,31688,0,0.031688,m^3,g-2,26,0.15,17.102,26.992,44.0944,,,31688,,,,,,,,,
73395,,0,0.029986,m^3,g-1,30,1,,,,,,29986,,,,,,,,,
73720,,0,0.02963,kg_kp,g-2,14,0.49,29.63,26.86,56.49,29.579999999999984,,,,,,,,,,,
67712,,0,,,,,,,,,,,,,,,,,,,,
67278,,0,0.05752,kg_kp,g-2,19,0.7,57.52,26.86,84.38,56.77999999999999,,,,,,,,,,,
52680,,0,0.05978,kg_kp,g-2,22,0.63,59.78,26.85,86.63,59.26999999999998,,,,,,,,,,,
73022,,0,0.0239,kg_kp,g-2,10,0.56,23.9,26.88,50.78,23.110000000000014,,,,,,,,,,,
64645,,0,0.01962,kg_kp,g-2,8,0.57,19.62,26.91,46.53,19.230000000000018,,,,,,,,,,,
54433,,0,0.030486,m^3,g-1,30,1,,,,,,30486,,,,,,,,,
58763,,0,,,,,,,,,,,,,,,,,,,,
80534,,0,0.02968,m^3,g-1,30,1,,,,,,29680,,,,,,,,,
53623,,0,,,,,,,,,,,,,,,,,,,,
68621,,0,0.029752,m^3,g-1,30,1,,,,,,29752,,,,,,,,,
70662,,0,,,,,,,,,,,,,,,,,,,,
66647,1878.43,0,0.46796,kg_kp,g-1,30,0.86,467.96,137.05,605.01,1652.9299999999998,88,,,,,,,,,,
71409,1181.15,0,0.36107,kg_kp,g-1,30,0.67,361.07,133.17,494.24,1037.8500000000001,87.87,,,,,,,,,,
76119,,0,0.029016,m^3,g-1,30,1,,,,,,29016,,,,,,,,,
55130,,0,,,,,,,,,,,,,,,,,,,,
69110,,0,0.02253,m^3,g-3,3,1,,,,,,22560,,,,,1,15,,,
63242,,0,,,,,,,,,,,,,,,,,,,,
58879,1619.5,0,0.8568,kg,g-1,30,1.58,856.8,133.1,989.9,1503.9,92.86,,,,,,,,,,
54688,,0,300,m^3,g-3,1,1,,,,,,,,,,,,,,,
77384,,0,300,m^3,g-3,1,1,,,,,,,,,,,,,,,
50091,,0,300,m^3,g-3,1,1,,,,,,,,,,,,,,,
60526,,0,300,m^3,g-3,1,1,,,,,,,,,,,,,,,
64727,,0,0.0977,kg,g-1,30,0.18,97.7,132.7,230.4,,,,,,,,,,,,
60138,107.97,0,0.09354,kg_tp,g-3,25,0.74,25.61,11.87,37.48,29.559999999999945,27.38,,,,,,,,,,
65819,129.62,0,0.10193,kg_tp,g-3,25,0.79,27.48,12.09,39.57,34.94999999999993,26.96,,,,,,,,,,
68232,231.7,0,0.104,kg_tp,g-3,25,0.82,28.32,11.95,40.27,63.09999999999991,27.23,,,,,,,,,,
62796,76.4,0,0.07485,kg_tp,g-3,20,0.65,18.12,12.1,30.22,18.5,24.21,,,,,,,,,,
59234,,0,1,laaduton,g-3,20,1.41,39.09,0,39.09,,,,,,,,,,,,
57705,275.46,1,0.02357,kg_kp,g-2,26,0.21,23.57,26.9,50.47,62.080000000000005,22.54,,,,,,,,6.53,,62.08
60965,850.2,1,0.03259,kg_kp,g-2,26,0.29,32.59,26.92,59.51,171.54,20.18,,,,,,,,11.98,,171.54
50732,2041.54,1,0.08817,kg_kp,g-2,26,0.79,88.17,26.87,115.04,984.8800000000001,48.24,,,,,,,,7.72,60.15,984.88
51554,2557.87,1,0.16821,kg_kp,g-2,26,1.5,168.21,26.86,195.07,2045.97,79.99,,,,,,,,1.11,169.53,2045.97
60345,,0,0.23986,kg,g-1,30,0.44,239.86,136.23,376.09,,,,,,,,,,,,
60564,,0,0.24744,kg,g-1,30,0.46,247.44,132.88,380.32,,,,,,,,,,,,
71791,,0,0.24136,kg,g-1,30,0.45,241.36,137.39,378.75,,,,,,,,,,,,
65634,,0,29263.9,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
63176,,0,3121.4,m^3,g-7,0,1,,,,,,,,,,,,,,,
68695,,0,30236.6,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
73155,,0,3214.1,m^3,g-7,0,1,,,,,,,,,,,,,,,
78944,1391.3,0,0.9005,kg,g-1,30,1.66,900.5,135.1,1035.6,1381.4,99.29,,,,,,,,,,
63918,1689.6,0,0.8974,kg,g-1,30,1.66,897.4,135.6,1033,1641.8000000000002,97.17,,,,,,,,,,
63486,1502.3,0,0.7445,kg,g-1,30,1.38,744.5,133.1,877.6,1397.4,93.02,,,,,,,,,,
75512,,0,13440,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
75835,,0,13440,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
71869,,0,18792,m^3,g-3,3,0.7,,,,,,,,,,,,,,,
50929,,0,18792,m^3,g-3,11,0.8,,,,,,,,,,,,,,,
50742,,0,0.01192,kg_kp,g-3,15,0.57,11.92,11.78,23.7,,,,,,,,,,,,
50780,,0,0.030179,m^3,g-1,30,1,,,,,,30179,,,,,,,,,
51743,,0,,,,,,,,,,,,,,,,,,,,
56403,,0,0.01901,kg_kp,g-3,25,0.55,19.01,11.9,30.91,,,,,,,,,,,,
76919,,0,0.03009,m^3,g-1,30,1,,,,,,30090,,,,,,,,,
73082,,0,,,,,,,,,,,,,,,,,,,,
53787,,0,0.02897,m^3,g-1,30,1,,,,,,28970,,,,,,,,,
61315,,0,,,,,,,,,,,,,,,,,,,,
64144,,0,0.02954,m^3,g-1,30,1,,,,,,29540,,,,,,,,,
56207,,0,,,,,,,,,,,,,,,,,,,,
69490,,0,0.02982,m^3,g-1,30,1,,,,,,29820,,,,,,,,,
67097,,0,,,,,,,,,,,,,,,,,,,,
77114,,0,0.02904,m^3,g-1,30,1,,,,,,29040,,,,,,,,,
72887,,0,,,,,,,,,,,,,,,,,,,,
